X,Y,X,Y,id,rowId
216.618152340600005,-117.966558947600006,216.6181523406,-117.9665589476,304,4
247.904090792700003,-117.372372794699999,247.9040907927,-117.3723727947,305,4
275.141919315999985,-112.345474122499994,275.141919316,-112.3454741225,306,4
301.41851590760001,-117.477164575900005,301.4185159076,-117.4771645759,307,4
330.164944350600024,-116.655838048899994,330.1649443506,-116.6558380489,308,4
358.911372793700025,-115.834511522,358.9113727937,-115.834511522,309,4
383.551168602000018,-115.834511522,383.551168602,-115.834511522,310,4
413.94025009889998,-115.834511522,413.9402500989,-115.834511522,311,4
445.150658122799996,-116.655838048899994,445.1506581228,-116.6558380489,312,4
472.126232648399991,-116.649985778300007,472.1262326484,-116.6499857783,313,4
512.522842414500019,-114.203563009299998,512.5228424145,-114.2035630093,314,4
548.637800517700043,-113.370531941099998,548.6378005177,-113.3705319411,315,4
577.384228960700057,-112.549205414200003,577.3842289607,-112.5492054142,316,4
604.488004349900052,-112.549205414200003,604.4880043499,-112.5492054142,317,4
634.877085846800014,-110.906552360299997,634.8770858468,-110.9065523603,318,4
664.444840816800024,-110.906552360299997,664.4448408168,-110.9065523603,319,4
698.119228421499997,-109.263899306400006,698.1192284215,-109.2638993064,320,4
726.044330337599945,-107.621246252500001,726.0443303376,-107.6212462525,321,4
757.254738361500017,-108.442572779499997,757.2547383615,-108.4425727795,322,4
786.822493331399983,-108.442572779499997,786.8224933314,-108.4425727795,323,4
819.675554409200004,-105.1572666717,819.6755544092,-105.1572666717,324,4
850.885962433099962,-105.1572666717,850.8859624331,-105.1572666717,325,4
882.09637045689999,-107.621246252500001,882.0963704569,-107.6212462525,326,4
915.770758061599963,-103.514613617799995,915.7707580616,-103.5146136178,327,4
946.981166085500035,-104.335940144800006,946.9811660855,-104.3359401448,328,4
978.191574109399994,-103.514613617799995,978.1915741094,-103.5146136178,329,4
1010.223308660200018,-102.6932870909,1010.2233086602,-102.6932870909,330,4
56.9047508795,-181.046060789299986,56.9047508795,-181.0460607893,400,5
82.065638719299997,-180.907341515899986,82.0656387193,-180.9073415159,401,5
110.390193804899994,-182.999515878599993,110.3901938049,-182.9995158786,402,5
137.983814153299988,-179.3097729598,137.9838141533,-179.3097729598,403,5
167.989424679400003,-178.781360347,167.9894246794,-178.781360347,404,5
200.597893616600004,-177.6662636824,200.5978936166,-177.6662636824,405,5
229.858896808100013,-177.589282912100003,229.8588968081,-177.5892829121,406,5
252.668946110500002,-175.785461103300008,252.6689461105,-175.7854611033,407,5
282.645532831000025,-174.895729155299989,282.645532831,-174.8957291553,408,5
318.081611306400021,-174.389228574800001,318.0816113064,-174.3892285748,409,5
347.669596796199983,-178.043890069599996,347.6695967962,-178.0438900696,410,5
382.448623221700018,-178.043890069599996,382.4486232217,-178.0438900696,411,5
412.259217300800003,-176.05651713099999,412.2592173008,-176.056517131,412,5
442.423394423899992,-175.029067935799986,442.4233944239,-175.0290679358,413,5
495.665689656899985,-173.694762484199998,495.6656896569,-173.6947624842,414,5
526.752156199900014,-175.467057794600009,526.7521561999,-175.4670577946,415,5
560.402021561600009,-173.985623857399986,560.4020215616,-173.9856238574,416,5
590.024352615800012,-174.791047301899994,590.0243526158,-174.7910473019,417,5
621.927062323400037,-174.152664527300004,621.9270623234,-174.1526645273,418,5
654.854607490300054,-173.399612427800008,654.8546074903,-173.3996124278,419,5
686.516682827999944,-172.081771253800014,686.516682828,-172.0817712538,420,5
722.289395722900053,-170.09439831520001,722.2893957229,-170.0943983152,421,5
749.118930394099948,-170.09439831520001,749.1189303941,-170.0943983152,422,5
786.87901622749996,-168.10702537649999,786.8790162275,-168.1070253765,423,5
822.247501989500051,-166.288003278500014,822.2475019895,-166.2880032785,424,5
859.081426805499973,-167.349215199599996,859.0814268055,-167.3492151996,425,5
890.845631097199998,-166.894343977799991,890.8456310972,-166.8943439778,426,5
922.630628717099967,-167.253610875100009,922.6306287171,-167.2536108751,427,5
957.793088947399951,-169.100711845799992,957.7930889474,-169.1007118458,428,5
996.546861250199981,-167.113338907199989,996.5468612502,-167.1133389072,429,5
1031.325887675800004,-165.125965968600013,1031.3258876758,-165.1259659686,430,5
28.477245220899999,-214.11954191960001,28.4772452209,-214.1195419196,500,6
59.3562070746,-213.781322815700008,59.3562070746,-213.7813228157,501,6
91.543620123599993,-216.850033717299993,91.5436201236,-216.8500337173,502,6
118.316285412300005,-218.40850926120001,118.3162854123,-218.4085092612,503,6
147.447100215400013,-215.772099580900004,147.4471002154,-215.7720995809,504,6
174.29701244099999,-215.67518987,174.297012441,-215.67518987,505,6
208.553491093899993,-214.810289433700007,208.5534910939,-214.8102894337,506,6
238.353837661499995,-216.562050144300002,238.3538376615,-216.5620501443,507,6
271.391350887999977,-214.339064977699991,271.391350888,-214.3390649777,508,6
299.972646269700022,-214.810289433700007,299.9726462697,-214.8102894337,509,6
330.77692681799999,-214.810289433700007,330.776926818,-214.8102894337,510,6
361.345331074,-207.921546811500008,361.345331074,-207.9215468115,511,6
399.34129319980002,-215.803975903,399.3412931998,-215.803975903,512,6
427.905443154299974,-208.948996006700014,427.9054431543,-208.9489960067,513,6
479.829897213300001,-214.810289433700007,479.8298972133,-214.8102894337,514,6
516.596296577400039,-213.816602964400005,516.5962965774,-213.8166029644,515,6
546.406890656499968,-213.816602964400005,546.4068906565,-213.8166029644,516,6
581.185917082099991,-210.835543556499999,581.1859170821,-210.8355435565,517,6
611.990197630399962,-208.848170617899996,611.9901976304,-208.8481706179,518,6
648.756596994600045,-211.829230025800001,648.7565969946,-211.8292300258,519,6
682.54193695080005,-210.835543556499999,682.5419369508,-210.8355435565,520,6
714.339903968500039,-209.841857087199998,714.3399039685,-209.8418570872,521,6
751.106303332700008,-208.848170617899996,751.1063033327,-208.8481706179,522,6
784.891643288900013,-206.860797679299992,784.8916432889,-206.8607976793,523,6
820.66435618380001,-206.860797679299992,820.6643561838,-206.8607976793,524,6
857.430755547900048,-205.86711121,857.4307555479,-205.86711121,525,6
893.203468442800045,-206.860797679299992,893.2034684428,-206.8607976793,526,6
930.963554276299988,-204.873424740699988,930.9635542763,-204.8734247407,527,6
964.748894232499993,-205.86711121,964.7488942325,-205.86711121,528,6
1005.490039473899969,-205.86711121,1005.4900394739,-205.86711121,529,6
1038.281692960900045,-204.873424740699988,1038.2816929609,-204.8734247407,530,6
20.256636051,-294.927022882000017,20.256636051,-294.927022882,600,7
48.314559688,-292.470375027399996,48.314559688,-292.4703750274,601,7
86.085189310900006,-293.921948369699976,86.0851893109,-293.9219483697,602,7
114.738042814500005,-293.847431421400017,114.7380428145,-293.8474314214,603,7
144.209979889700008,-291.651894315899995,144.2099798897,-291.6518943159,604,7
180.045580296200001,-298.648047417999976,180.0455802962,-298.648047418,605,7
214.876106190400009,-297.680532809900001,214.8761061904,-297.6805328099,606,7
249.706632084700004,-298.648047417999976,249.7066320847,-298.648047418,607,7
287.439701803399998,-295.745503593500018,287.4397018034,-295.7455035935,608,7
321.302713089500003,-297.680532809900001,321.3027130895,-297.6805328099,609,7
355.16572437550002,-297.680532809900001,355.1657243755,-297.6805328099,610,7
392.898794094300001,-295.745503593500018,392.8987940943,-295.7455035935,611,7
450.949670584700016,-295.745503593500018,450.9496705847,-295.7455035935,612,7
487.715225695299978,-295.745503593500018,487.7152256953,-295.7455035935,613,7
520.610722373099975,-292.358901034899986,520.6107223731,-292.3589010349,614,7
555.441248267400056,-294.777988985399986,555.4412482674,-294.7779889854,615,7
597.04437641879997,-293.810474377200023,597.0443764188,-293.8104743772,616,7
631.874902313100051,-293.810474377200023,631.8749023131,-293.8104743772,617,7
669.607972031800045,-291.875445160799984,669.6079720318,-291.8754451608,618,7
709.276070966899965,-294.777988985399986,709.2760709669,-294.7779889854,619,7
748.944169902,-291.875445160799984,748.944169902,-291.8754451608,620,7
781.83966657990004,-293.810474377200023,781.8396665799,-293.8104743772,621,7
822.475280123200037,-291.875445160799984,822.4752801232,-291.8754451608,622,7
863.110893666399988,-292.842959769,863.1108936664,-292.842959769,623,7
903.746507209699985,-293.810474377200023,903.7465072097,-293.8104743772,624,7
945.349635361100013,-292.842959769,945.3496353611,-292.842959769,625,7
985.017734296200047,-293.810474377200023,985.0177342962,-293.8104743772,626,7
1028.555891664,-289.940415944499989,1028.555891664,-289.9404159445,627,7
20.4056699476,-336.381117136800015,20.4056699476,-336.3811171368,700,8
52.333652017299997,-338.316146353100009,52.3336520173,-338.3161463531,701,8
89.974288361899994,-334.061732672400012,89.9742883619,-334.0617326724,702,8
124.934807534499996,-333.627004349,124.9348075345,-333.627004349,703,8
154.890200483699999,-338.316146353100009,154.8902004837,-338.3161463531,704,8
189.720726377900007,-338.316146353100009,189.7207263779,-338.3161463531,705,8
222.950645033299992,-333.887512238099987,222.9506450333,-333.8875122381,706,8
262.284321990900025,-341.218690177700012,262.2843219909,-341.2186901777,707,8
298.082362493300025,-340.251175569499992,298.0823624933,-340.2511755695,708,8
335.815432212100006,-342.186204785799987,335.8154322121,-342.1862047858,709,8
372.543427418500016,-335.822541454399982,372.5434274185,-335.8225414544,710,8
430.371355923900012,-337.757570670800021,430.3713559239,-337.7575706708,711,8
474.840070855699992,-339.283660961299972,474.8400708557,-339.2836609613,712,8
510.935576291400025,-340.251175569499992,510.9355762914,-340.2511755695,713,8
548.222147180199954,-335.041017787099975,548.2221471802,-335.0410177871,714,8
584.466686512599949,-339.283660961299972,584.4666865126,-339.2836609613,715,8
624.758920985599957,-336.796941376400014,624.7589209856,-336.7969413764,716,8
665.037170773200046,-334.923534409500007,665.0371707732,-334.9235344095,717,8
702.505310110499977,-335.860237892899988,702.5053101105,-335.8602378929,718,8
744.656966864900028,-333.986830926100026,744.6569668649,-333.9868309261,719,8
785.871920135900041,-333.986830926100026,785.8719201359,-333.9868309261,720,8
825.213466440099978,-335.860237892899988,825.2134664401,-335.8602378929,721,8
865.491716227699953,-334.923534409500007,865.4917162277,-334.9235344095,722,8
908.580076465599973,-335.860237892899988,908.5800764656,-335.8602378929,723,8
949.795029736599986,-335.860237892899988,949.7950297366,-335.8602378929,724,8
993.820093457900043,-335.860237892899988,993.8200934579,-335.8602378929,725,8
1035.971750212399911,-335.860237892899988,1035.9717502124,-335.8602378929,726,8
13.137391132399999,-441.24753480359999,13.1373911324,-441.2475348036,800,9
44.0232426528,-442.374185121499977,44.0232426528,-442.3741851215,801,9
81.618290056099994,-441.465520087000016,81.6182900561,-441.465520087,802,9
134.921753762,-446.968216318799989,134.921753762,-446.9682163188,804,9
192.819248665299995,-447.600609452900017,192.8192486653,-447.6006094529,805,9
237.763465677999989,-445.783279383799993,237.763465678,-445.7832793838,806,9
276.899571249900021,-450.021189347500012,276.8995712499,-450.0211893475,807,9
320.026458193499991,-449.744917446999978,320.0264581935,-449.744917447,808,9
382.488840985500019,-449.221516954700007,382.4888409855,-449.2215169547,809,9
430.377038385200024,-453.459426918299982,430.3770383852,-453.4594269183,810,9
473.118660786699991,-454.477084594600001,473.1186607867,-454.4770845946,811,9
517.895598540700007,-453.459426918299982,517.8955985407,-453.4594269183,812,9
562.672536294600036,-452.441769242100008,562.6725362946,-452.4417692421,813,9
603.378843343700055,-453.459426918299982,603.3788433437,-453.4594269183,814,9
647.138123421399996,-455.494742270799975,647.1381234214,-455.4947422708,815,9
692.932718851600043,-453.459426918299982,692.9327188516,-453.4594269183,816,9
737.709656605600003,-454.477084594600001,737.7096566056,-454.4770845946,817,9
782.486594359500032,-454.477084594600001,782.4865943595,-454.4770845946,818,9
830.316505142199958,-455.494742270799975,830.3165051422,-455.4947422708,819,9
875.093442896099987,-455.494742270799975,875.0934428961,-455.4947422708,820,9
923.941011355,-456.512399947,923.941011355,-456.512399947,821,9
970.753264461400022,-458.547715299499998,970.7532644614,-458.5477152995,822,9
1023.671463625199976,-457.530057623300024,1023.6714636252,-457.5300576233,823,9
