X,Y,X,Y,id,rowId
445.150658122799996,-116.655838048899994,445.1506581228,-116.6558380489,312,4
472.126232648399991,-116.649985778300007,472.1262326484,-116.6499857783,313,4
512.522842414500019,-114.203563009299998,512.5228424145,-114.2035630093,314,4
548.637800517700043,-113.370531941099998,548.6378005177,-113.3705319411,315,4
604.488004349900052,-112.549205414200003,604.4880043499,-112.5492054142,317,4
634.877085846800014,-110.906552360299997,634.8770858468,-110.9065523603,318,4
726.044330337599945,-107.621246252500001,726.0443303376,-107.6212462525,321,4
786.822493331399983,-108.442572779499997,786.8224933314,-108.4425727795,323,4
56.9047508795,-181.046060789299986,56.9047508795,-181.0460607893,400,5
82.065638719299997,-180.907341515899986,82.0656387193,-180.9073415159,401,5
110.390193804899994,-182.999515878599993,110.3901938049,-182.9995158786,402,5
137.983814153299988,-179.3097729598,137.9838141533,-179.3097729598,403,5
167.989424679400003,-178.781360347,167.9894246794,-178.781360347,404,5
200.597893616600004,-177.6662636824,200.5978936166,-177.6662636824,405,5
229.858896808100013,-177.589282912100003,229.8588968081,-177.5892829121,406,5
252.668946110500002,-175.785461103300008,252.6689461105,-175.7854611033,407,5
282.645532831000025,-174.895729155299989,282.645532831,-174.8957291553,408,5
318.081611306400021,-174.389228574800001,318.0816113064,-174.3892285748,409,5
347.669596796199983,-178.043890069599996,347.6695967962,-178.0438900696,410,5
382.448623221700018,-178.043890069599996,382.4486232217,-178.0438900696,411,5
412.259217300800003,-176.05651713099999,412.2592173008,-176.056517131,412,5
442.423394423899992,-175.029067935799986,442.4233944239,-175.0290679358,413,5
495.665689656899985,-173.694762484199998,495.6656896569,-173.6947624842,414,5
526.752156199900014,-175.467057794600009,526.7521561999,-175.4670577946,415,5
560.402021561600009,-173.985623857399986,560.4020215616,-173.9856238574,416,5
590.024352615800012,-174.791047301899994,590.0243526158,-174.7910473019,417,5
621.927062323400037,-174.152664527300004,621.9270623234,-174.1526645273,418,5
654.854607490300054,-173.399612427800008,654.8546074903,-173.3996124278,419,5
859.081426805499973,-167.349215199599996,859.0814268055,-167.3492151996,425,5
28.477245220899999,-214.11954191960001,28.4772452209,-214.1195419196,500,6
59.3562070746,-213.781322815700008,59.3562070746,-213.7813228157,501,6
91.543620123599993,-216.850033717299993,91.5436201236,-216.8500337173,502,6
118.316285412300005,-218.40850926120001,118.3162854123,-218.4085092612,503,6
147.447100215400013,-215.772099580900004,147.4471002154,-215.7720995809,504,6
174.29701244099999,-215.67518987,174.297012441,-215.67518987,505,6
208.553491093899993,-214.810289433700007,208.5534910939,-214.8102894337,506,6
238.353837661499995,-216.562050144300002,238.3538376615,-216.5620501443,507,6
271.391350887999977,-214.339064977699991,271.391350888,-214.3390649777,508,6
330.77692681799999,-214.810289433700007,330.776926818,-214.8102894337,510,6
361.345331074,-207.921546811500008,361.345331074,-207.9215468115,511,6
399.34129319980002,-215.803975903,399.3412931998,-215.803975903,512,6
427.905443154299974,-208.948996006700014,427.9054431543,-208.9489960067,513,6
479.829897213300001,-214.810289433700007,479.8298972133,-214.8102894337,514,6
1038.281692960900045,-204.873424740699988,1038.2816929609,-204.8734247407,530,6
20.256636051,-294.927022882000017,20.256636051,-294.927022882,600,7
48.314559688,-292.470375027399996,48.314559688,-292.4703750274,601,7
86.085189310900006,-293.921948369699976,86.0851893109,-293.9219483697,602,7
114.738042814500005,-293.847431421400017,114.7380428145,-293.8474314214,603,7
144.209979889700008,-291.651894315899995,144.2099798897,-291.6518943159,604,7
180.045580296200001,-298.648047417999976,180.0455802962,-298.648047418,605,7
214.876106190400009,-297.680532809900001,214.8761061904,-297.6805328099,606,7
249.706632084700004,-298.648047417999976,249.7066320847,-298.648047418,607,7
392.898794094300001,-295.745503593500018,392.8987940943,-295.7455035935,611,7
450.949670584700016,-295.745503593500018,450.9496705847,-295.7455035935,612,7
487.715225695299978,-295.745503593500018,487.7152256953,-295.7455035935,613,7
520.610722373099975,-292.358901034899986,520.6107223731,-292.3589010349,614,7
709.276070966899965,-294.777988985399986,709.2760709669,-294.7779889854,619,7
20.4056699476,-336.381117136800015,20.4056699476,-336.3811171368,700,8
52.333652017299997,-338.316146353100009,52.3336520173,-338.3161463531,701,8
89.974288361899994,-334.061732672400012,89.9742883619,-334.0617326724,702,8
124.934807534499996,-333.627004349,124.9348075345,-333.627004349,703,8
189.720726377900007,-338.316146353100009,189.7207263779,-338.3161463531,705,8
222.950645033299992,-333.887512238099987,222.9506450333,-333.8875122381,706,8
262.284321990900025,-341.218690177700012,262.2843219909,-341.2186901777,707,8
372.543427418500016,-335.822541454399982,372.5434274185,-335.8225414544,710,8
430.371355923900012,-337.757570670800021,430.3713559239,-337.7575706708,711,8
474.840070855699992,-339.283660961299972,474.8400708557,-339.2836609613,712,8
548.222147180199954,-335.041017787099975,548.2221471802,-335.0410177871,714,8
13.137391132399999,-441.24753480359999,13.1373911324,-441.2475348036,800,9
81.618290056099994,-441.465520087000016,81.6182900561,-441.465520087,802,9
237.763465677999989,-445.783279383799993,237.763465678,-445.7832793838,806,9
276.899571249900021,-450.021189347500012,276.8995712499,-450.0211893475,807,9
320.026458193499991,-449.744917446999978,320.0264581935,-449.744917447,808,9
382.488840985500019,-449.221516954700007,382.4888409855,-449.2215169547,809,9
430.377038385200024,-453.459426918299982,430.3770383852,-453.4594269183,810,9
473.118660786699991,-454.477084594600001,473.1186607867,-454.4770845946,811,9
562.672536294600036,-452.441769242100008,562.6725362946,-452.4417692421,813,9
647.138123421399996,-455.494742270799975,647.1381234214,-455.4947422708,815,9
